epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,8747.39,2.25929,1.28274,0.95907,0.66477,0.28504,0.28997,0.12333,2.04801,1.22498,0.94828,0.00986437,0.00986437,0.00986437
139,8810.2,2.25458,1.27742,0.95583,0.66345,0.28557,0.29043,0.12342,2.04785,1.22426,0.94815,0.00986338,0.00986338,0.00986338
140,8873.8,2.27046,1.29148,0.95331,0.66371,0.28595,0.29061,0.12351,2.04754,1.2239,0.9481,0.00986239,0.00986239,0.00986239
141,8937.26,2.24433,1.27597,0.95465,0.66574,0.28556,0.29093,0.12372,2.04677,1.22355,0.94801,0.0098614,0.0098614,0.0098614
142,9000.23,2.25322,1.27744,0.95455,0.66518,0.28721,0.29156,0.12388,2.04627,1.22335,0.9479,0.00986041,0.00986041,0.00986041
143,9063.38,2.2523,1.27594,0.95288,0.66434,0.28755,0.29182,0.12397,2.04576,1.22281,0.94775,0.00985942,0.00985942,0.00985942
144,9126.4,2.25462,1.28332,0.95372,0.66879,0.28759,0.29255,0.12399,2.04581,1.22213,0.94777,0.00985843,0.00985843,0.00985843
145,9189.1,2.25535,1.27376,0.95644,0.6672,0.28764,0.29266,0.12449,2.04541,1.22116,0.94769,0.00985744,0.00985744,0.00985744
146,9252.22,2.25075,1.28246,0.95619,0.66703,0.28764,0.29306,0.12464,2.04508,1.22091,0.9477,0.00985645,0.00985645,0.00985645
147,9314.84,2.23731,1.27307,0.95201,0.66778,0.28834,0.29384,0.12509,2.04492,1.22055,0.94767,0.00985546,0.00985546,0.00985546
148,9377.66,2.24829,1.27721,0.95485,0.66949,0.2886,0.29428,0.12545,2.04479,1.21985,0.94749,0.00985447,0.00985447,0.00985447
149,9440.97,2.24095,1.2701,0.95162,0.66208,0.29063,0.2951,0.12563,2.04421,1.21963,0.94747,0.00985348,0.00985348,0.00985348
150,9504.49,2.25021,1.28168,0.95407,0.66267,0.29117,0.29567,0.12597,2.04432,1.21937,0.94735,0.00985249,0.00985249,0.00985249
151,9567.66,2.25193,1.27917,0.95497,0.66703,0.29162,0.29591,0.12631,2.04382,1.21913,0.94732,0.0098515,0.0098515,0.0098515
152,9631.48,2.24925,1.27526,0.95331,0.66538,0.29288,0.2957,0.12631,2.04408,1.21888,0.94721,0.00985051,0.00985051,0.00985051
