epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,6347.78,2.32591,1.36321,0.96507,0.46513,0.26608,0.25894,0.10835,2.09094,1.27289,0.9544,0.0099307,0.0099307,0.0099307
72,6436.98,2.32519,1.36041,0.9658,0.47686,0.26667,0.25965,0.10879,2.08995,1.26942,0.95432,0.00992971,0.00992971,0.00992971
73,6526.53,2.32628,1.35316,0.96754,0.47603,0.26591,0.26175,0.10962,2.09159,1.26895,0.95442,0.00992872,0.00992872,0.00992872
74,6615.35,2.31471,1.35197,0.96615,0.46973,0.26607,0.26308,0.1103,2.08734,1.26691,0.95348,0.00992773,0.00992773,0.00992773
75,6705.13,2.31462,1.34764,0.9676,0.47671,0.27344,0.26467,0.11134,2.08686,1.26607,0.95341,0.00992674,0.00992674,0.00992674
76,6794.76,2.31369,1.35428,0.96585,0.47974,0.27457,0.26526,0.11161,2.08472,1.26397,0.95289,0.00992575,0.00992575,0.00992575
77,6883.3,2.31976,1.34741,0.96396,0.61552,0.27478,0.26768,0.11235,2.08462,1.2617,0.95294,0.00992476,0.00992476,0.00992476
78,6972.8,2.32961,1.35427,0.96395,0.60886,0.27638,0.26976,0.11281,2.08249,1.26113,0.95309,0.00992377,0.00992377,0.00992377
79,7062.54,2.30284,1.34198,0.96522,0.61189,0.2768,0.26978,0.11332,2.08151,1.25859,0.9531,0.00992278,0.00992278,0.00992278
80,7151.62,2.30214,1.33384,0.96375,0.61517,0.27947,0.26941,0.11363,2.07956,1.25742,0.95304,0.00992179,0.00992179,0.00992179
81,7241.15,2.30777,1.33594,0.96176,0.60624,0.27859,0.26867,0.1131,2.07901,1.25667,0.95273,0.0099208,0.0099208,0.0099208
82,7329.93,2.30777,1.33075,0.96182,0.60606,0.27745,0.26909,0.1132,2.07978,1.25642,0.9528,0.00991981,0.00991981,0.00991981
83,7418.85,2.30753,1.34262,0.96387,0.61026,0.27699,0.26843,0.11294,2.07852,1.25488,0.95266,0.00991882,0.00991882,0.00991882
84,7507.65,2.30118,1.33541,0.96281,0.61077,0.2763,0.269,0.11329,2.07845,1.25367,0.95233,0.00991783,0.00991783,0.00991783
85,7596.33,2.30317,1.33102,0.9604,0.61003,0.27609,0.26967,0.11383,2.07655,1.25175,0.95218,0.00991684,0.00991684,0.00991684
86,7685.94,2.29842,1.32721,0.96497,0.61407,0.27607,0.27064,0.11435,2.07622,1.25174,0.95189,0.00991585,0.00991585,0.00991585
87,7774.7,2.29718,1.31741,0.96504,0.60872,0.28042,0.27108,0.11462,2.07563,1.25061,0.9518,0.00991486,0.00991486,0.00991486
88,7864.36,2.29634,1.32797,0.96305,0.60828,0.283,0.27166,0.1147,2.07523,1.24989,0.95173,0.00991387,0.00991387,0.00991387
89,7953.11,2.29041,1.32439,0.964,0.6093,0.28164,0.27201,0.11509,2.07456,1.24925,0.95181,0.00991288,0.00991288,0.00991288
90,8042.13,2.28857,1.31029,0.95748,0.61048,0.28041,0.27232,0.11521,2.07293,1.24897,0.95175,0.00991189,0.00991189,0.00991189
91,8131.01,2.30414,1.3249,0.96224,0.61139,0.28249,0.27376,0.11593,2.07135,1.24711,0.95168,0.0099109,0.0099109,0.0099109
92,8219.72,2.28468,1.30699,0.96189,0.60547,0.28148,0.27283,0.11582,2.07053,1.24614,0.95176,0.00990991,0.00990991,0.00990991
93,8308.56,2.28849,1.31124,0.96553,0.60777,0.28007,0.27335,0.11638,2.0711,1.24587,0.95187,0.00990892,0.00990892,0.00990892
94,8396.83,2.28813,1.32531,0.96081,0.60802,0.28212,0.27356,0.11644,2.07033,1.24513,0.95181,0.00990793,0.00990793,0.00990793
95,8484.94,2.28773,1.32852,0.96057,0.60725,0.28171,0.27442,0.11679,2.07029,1.24399,0.95172,0.00990694,0.00990694,0.00990694
96,8574.05,2.299,1.33012,0.96139,0.61299,0.28455,0.27534,0.11707,2.06911,1.24318,0.9516,0.00990595,0.00990595,0.00990595
97,8662.79,2.2793,1.30459,0.95896,0.61222,0.28597,0.27569,0.11722,2.06858,1.2425,0.95154,0.00990496,0.00990496,0.00990496
98,8753.64,2.28081,1.29906,0.95601,0.61551,0.28918,0.2775,0.11774,2.06777,1.24166,0.95143,0.00990397,0.00990397,0.00990397
99,8844.18,2.28087,1.32858,0.96233,0.6209,0.29029,0.27916,0.11801,2.06699,1.24104,0.95125,0.00990298,0.00990298,0.00990298
100,8934.63,2.27785,1.31148,0.96263,0.62422,0.29049,0.27932,0.11826,2.06702,1.2404,0.95123,0.00990199,0.00990199,0.00990199
101,9025.09,2.28535,1.30309,0.95601,0.62592,0.2912,0.27961,0.11835,2.06645,1.23982,0.95106,0.009901,0.009901,0.009901
102,9115.52,2.29042,1.30124,0.96034,0.62994,0.29013,0.27982,0.11828,2.06552,1.2386,0.95092,0.00990001,0.00990001,0.00990001
103,9206.23,2.28172,1.31105,0.96173,0.63204,0.29003,0.28058,0.11875,2.06489,1.23799,0.95077,0.00989902,0.00989902,0.00989902
104,9296.35,2.28471,1.31068,0.96014,0.63395,0.28903,0.28052,0.11881,2.06389,1.23702,0.95061,0.00989803,0.00989803,0.00989803
105,9386.85,2.28977,1.31359,0.96021,0.6352,0.28899,0.28086,0.11909,2.06275,1.23683,0.95054,0.00989704,0.00989704,0.00989704
106,9476.3,2.28027,1.31079,0.95833,0.6337,0.28789,0.28087,0.11934,2.06219,1.23616,0.95047,0.00989605,0.00989605,0.00989605
107,9565.99,2.27894,1.30521,0.95938,0.63748,0.28689,0.28138,0.1192,2.06087,1.2361,0.9503,0.00989506,0.00989506,0.00989506
108,9655.1,2.2853,1.29678,0.95653,0.64413,0.28615,0.28287,0.11955,2.06008,1.23535,0.9503,0.00989407,0.00989407,0.00989407
109,9745.8,2.29084,1.30299,0.95883,0.64544,0.28532,0.28369,0.11987,2.05885,1.23438,0.95012,0.00989308,0.00989308,0.00989308
110,9835.81,2.27021,1.29471,0.95789,0.64379,0.28721,0.28406,0.12006,2.05801,1.23411,0.95004,0.00989209,0.00989209,0.00989209
111,9925.88,2.27299,1.28318,0.95775,0.64372,0.28651,0.28337,0.12019,2.05698,1.23344,0.94986,0.0098911,0.0098911,0.0098911
112,10015.9,2.27611,1.30708,0.95626,0.64427,0.28651,0.28354,0.12019,2.05682,1.23288,0.94984,0.00989011,0.00989011,0.00989011
113,10105.6,2.26756,1.29077,0.95804,0.65006,0.28674,0.28501,0.12032,2.05621,1.2322,0.94975,0.00988912,0.00988912,0.00988912
114,10195.3,2.26443,1.2924,0.95838,0.64628,0.2876,0.28523,0.12044,2.05519,1.23113,0.94965,0.00988813,0.00988813,0.00988813
115,10284.8,2.2743,1.30483,0.95833,0.64727,0.28816,0.2852,0.12088,2.05457,1.23011,0.94959,0.00988714,0.00988714,0.00988714
116,10374.7,2.27356,1.28427,0.95549,0.64834,0.2876,0.28558,0.12096,2.05357,1.22972,0.94963,0.00988615,0.00988615,0.00988615
117,10463.5,2.26856,1.292,0.95908,0.65428,0.28707,0.28764,0.1213,2.05334,1.22894,0.94956,0.00988516,0.00988516,0.00988516
118,10552.8,2.26624,1.29554,0.96127,0.64948,0.2862,0.28586,0.12113,2.05218,1.22854,0.94949,0.00988417,0.00988417,0.00988417
119,10641.9,2.26653,1.29988,0.95509,0.64927,0.2858,0.28576,0.12109,2.05118,1.2284,0.94934,0.00988318,0.00988318,0.00988318
120,10731.6,2.27418,1.3128,0.96011,0.65477,0.28607,0.28776,0.12151,2.05074,1.22828,0.94924,0.00988219,0.00988219,0.00988219
121,10821.2,2.25983,1.28995,0.95823,0.65452,0.28603,0.28842,0.12167,2.04971,1.22742,0.94919,0.0098812,0.0098812,0.0098812
122,10910.7,2.26831,1.29874,0.9577,0.65118,0.28562,0.28742,0.12177,2.04946,1.22689,0.94905,0.00988021,0.00988021,0.00988021
123,11000.9,2.26427,1.30423,0.95952,0.65544,0.28444,0.28749,0.12182,2.04954,1.22691,0.94903,0.00987922,0.00987922,0.00987922
124,11091.7,2.26741,1.28632,0.9572,0.6557,0.28458,0.28776,0.12199,2.04898,1.22665,0.94901,0.00987823,0.00987823,0.00987823
125,11181.6,2.2805,1.29275,0.95551,0.64601,0.28655,0.28745,0.122,2.04864,1.22658,0.94892,0.00987724,0.00987724,0.00987724
126,11271.1,2.26688,1.29254,0.958,0.64746,0.28653,0.28755,0.12225,2.04799,1.22646,0.94894,0.00987625,0.00987625,0.00987625
127,11361.7,2.275,1.295,0.9589,0.64558,0.28725,0.28787,0.12226,2.04666,1.22557,0.94884,0.00987526,0.00987526,0.00987526
128,11452.2,2.27572,1.29509,0.95861,0.63914,0.29015,0.2873,0.12239,2.04618,1.22514,0.9487,0.00987427,0.00987427,0.00987427
129,11543.5,2.26617,1.28039,0.95481,0.64003,0.28858,0.28748,0.12254,2.04626,1.22477,0.94871,0.00987328,0.00987328,0.00987328
130,11633.7,2.25147,1.27195,0.95636,0.63805,0.28888,0.28752,0.12278,2.04562,1.22446,0.94858,0.00987229,0.00987229,0.00987229
131,11723.6,2.26778,1.28523,0.95433,0.63899,0.28954,0.2876,0.12289,2.04535,1.22433,0.94852,0.0098713,0.0098713,0.0098713
132,11813.7,2.25402,1.28041,0.95426,0.6361,0.29013,0.28818,0.12293,2.04442,1.2234,0.94839,0.00987031,0.00987031,0.00987031
133,11903.8,2.25076,1.28521,0.95606,0.63826,0.2897,0.28837,0.12324,2.04402,1.22317,0.94835,0.00986932,0.00986932,0.00986932
134,11993.3,2.25658,1.28468,0.95677,0.63791,0.29044,0.28883,0.12361,2.04268,1.22252,0.94814,0.00986833,0.00986833,0.00986833
135,12083.4,2.26377,1.26956,0.95846,0.64058,0.29165,0.28922,0.12375,2.04244,1.22221,0.9481,0.00986734,0.00986734,0.00986734
136,12174.1,2.2573,1.27151,0.95251,0.64047,0.29221,0.2891,0.12385,2.04186,1.22153,0.94812,0.00986635,0.00986635,0.00986635
137,12265,2.25832,1.27732,0.95601,0.63963,0.29236,0.28961,0.12402,2.0414,1.22137,0.94815,0.00986536,0.00986536,0.00986536
138,12355.7,2.25675,1.28176,0.9589,0.63822,0.29285,0.2899,0.12414,2.04056,1.22064,0.94801,0.00986437,0.00986437,0.00986437
139,12445.6,2.25268,1.27119,0.95517,0.63944,0.29339,0.28984,0.12445,2.03983,1.22012,0.94792,0.00986338,0.00986338,0.00986338
140,12535.6,2.26894,1.28308,0.95345,0.64391,0.2942,0.29076,0.12479,2.03965,1.22039,0.94801,0.00986239,0.00986239,0.00986239
141,12625.4,2.24417,1.26772,0.95323,0.64215,0.29275,0.29133,0.12494,2.03922,1.21994,0.94796,0.0098614,0.0098614,0.0098614
142,12714.7,2.25291,1.27819,0.95476,0.64264,0.29262,0.29129,0.12494,2.03792,1.21954,0.94778,0.00986041,0.00986041,0.00986041
143,12804,2.25131,1.27085,0.95302,0.64272,0.29272,0.29171,0.12506,2.03755,1.21932,0.94769,0.00985942,0.00985942,0.00985942
144,12893.9,2.25112,1.27702,0.95289,0.64753,0.29242,0.29229,0.12525,2.03765,1.21863,0.94756,0.00985843,0.00985843,0.00985843
145,12983.5,2.25131,1.27009,0.95562,0.64713,0.29172,0.29245,0.12529,2.03715,1.21818,0.94745,0.00985744,0.00985744,0.00985744
146,13073.6,2.24983,1.27126,0.95594,0.648,0.29249,0.29277,0.12546,2.03633,1.21792,0.94747,0.00985645,0.00985645,0.00985645
147,13163,2.23419,1.26622,0.95205,0.65218,0.2917,0.29339,0.12549,2.03611,1.21752,0.94741,0.00985546,0.00985546,0.00985546
148,13253.1,2.24626,1.26761,0.95451,0.65163,0.29146,0.2929,0.12559,2.03595,1.21677,0.9473,0.00985447,0.00985447,0.00985447
149,13343.2,2.23915,1.26305,0.95163,0.65625,0.2927,0.29396,0.12565,2.0355,1.21614,0.94731,0.00985348,0.00985348,0.00985348
150,13432.5,2.24519,1.27302,0.95303,0.65443,0.29293,0.2944,0.12608,2.03511,1.21572,0.94721,0.00985249,0.00985249,0.00985249
151,13522.6,2.24476,1.27269,0.95391,0.6547,0.29356,0.29473,0.12598,2.03426,1.21491,0.94717,0.0098515,0.0098515,0.0098515
152,13612.3,2.24739,1.26873,0.95301,0.65586,0.29337,0.29475,0.12639,2.03411,1.21418,0.94705,0.00985051,0.00985051,0.00985051
153,13702.7,2.24468,1.25916,0.95195,0.65737,0.2933,0.29529,0.12666,2.03357,1.21343,0.94702,0.00984952,0.00984952,0.00984952
154,13792.6,2.2451,1.28367,0.95307,0.66288,0.29384,0.29608,0.12687,2.03364,1.2133,0.94696,0.00984853,0.00984853,0.00984853
155,13882.5,2.24575,1.26939,0.95308,0.66246,0.29438,0.29646,0.12705,2.03327,1.21285,0.94693,0.00984754,0.00984754,0.00984754
