epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,8487.04,2.27964,1.31137,0.95919,0.66685,0.29559,0.29441,0.12558,2.04431,1.22879,0.94833,0.00990595,0.00990595,0.00990595
97,8574.04,2.26021,1.27961,0.95538,0.66755,0.29588,0.29641,0.12555,2.04338,1.2277,0.94833,0.00990496,0.00990496,0.00990496
98,8661.35,2.26352,1.28011,0.954,0.66572,0.2962,0.29549,0.12577,2.04294,1.22645,0.94828,0.00990397,0.00990397,0.00990397
99,8747.36,2.26205,1.30349,0.9597,0.66882,0.2963,0.2975,0.12597,2.04217,1.22574,0.94799,0.00990298,0.00990298,0.00990298
100,8833.01,2.26574,1.29382,0.96071,0.66705,0.29461,0.2971,0.12612,2.04189,1.22469,0.94798,0.00990199,0.00990199,0.00990199
101,8919.18,2.27125,1.28242,0.9553,0.66858,0.29439,0.29785,0.12614,2.04108,1.22473,0.94786,0.009901,0.009901,0.009901
102,9005.26,2.27602,1.28559,0.95783,0.66762,0.29577,0.29843,0.12621,2.04041,1.22418,0.94782,0.00990001,0.00990001,0.00990001
103,9092.17,2.2654,1.28706,0.95899,0.66797,0.29697,0.29864,0.12641,2.03985,1.22376,0.94769,0.00989902,0.00989902,0.00989902
104,9179.9,2.26965,1.29554,0.95872,0.66749,0.29534,0.29758,0.12656,2.03935,1.22262,0.9476,0.00989803,0.00989803,0.00989803
105,9266.68,2.27211,1.28828,0.95749,0.66252,0.30011,0.29981,0.12677,2.03859,1.22205,0.94745,0.00989704,0.00989704,0.00989704
106,9353.01,2.26906,1.28827,0.9571,0.66997,0.29743,0.29936,0.12676,2.03821,1.22183,0.94734,0.00989605,0.00989605,0.00989605
107,9439.24,2.26252,1.28579,0.95731,0.67111,0.29881,0.30033,0.12679,2.03796,1.22174,0.94727,0.00989506,0.00989506,0.00989506
108,9526.39,2.26772,1.27551,0.95392,0.6694,0.29714,0.30065,0.12726,2.03767,1.22093,0.94716,0.00989407,0.00989407,0.00989407
109,9612.93,2.27551,1.28334,0.95683,0.66842,0.29864,0.30132,0.12749,2.03762,1.22031,0.94702,0.00989308,0.00989308,0.00989308
110,9699.28,2.25432,1.27454,0.9554,0.67274,0.29526,0.30094,0.12737,2.03672,1.21949,0.94696,0.00989209,0.00989209,0.00989209
111,9786.36,2.25892,1.26643,0.95536,0.66882,0.29805,0.30139,0.12763,2.03644,1.21882,0.9469,0.0098911,0.0098911,0.0098911
112,9871.92,2.26121,1.28808,0.95387,0.67251,0.29695,0.3019,0.12776,2.03625,1.21793,0.94692,0.00989011,0.00989011,0.00989011
113,9957.8,2.25001,1.26965,0.95489,0.67793,0.29729,0.30214,0.12829,2.03609,1.21745,0.94677,0.00988912,0.00988912,0.00988912
114,10043.4,2.24938,1.27397,0.95581,0.67855,0.2955,0.30202,0.12812,2.03582,1.21688,0.94682,0.00988813,0.00988813,0.00988813
115,10128.3,2.25444,1.28186,0.95583,0.68033,0.29879,0.30123,0.1283,2.0345,1.21582,0.94679,0.00988714,0.00988714,0.00988714
116,10214.2,2.25658,1.26284,0.95286,0.67928,0.298,0.30156,0.12842,2.03377,1.21501,0.94658,0.00988615,0.00988615,0.00988615
117,10300.2,2.25496,1.27469,0.95749,0.681,0.29482,0.30111,0.12831,2.03287,1.21426,0.94648,0.00988516,0.00988516,0.00988516
118,10385.8,2.24579,1.27464,0.95764,0.67644,0.29468,0.30085,0.12834,2.03213,1.21341,0.94639,0.00988417,0.00988417,0.00988417
119,10471.5,2.2534,1.2842,0.95244,0.67075,0.29593,0.30056,0.1284,2.03156,1.21264,0.94627,0.00988318,0.00988318,0.00988318
120,10556.4,2.25316,1.28248,0.95654,0.66393,0.29768,0.3007,0.12853,2.03109,1.21219,0.94636,0.00988219,0.00988219,0.00988219
121,10641.9,2.2394,1.26974,0.95484,0.66933,0.30057,0.30215,0.12899,2.03022,1.21104,0.94622,0.0098812,0.0098812,0.0098812
122,10727.5,2.24943,1.27769,0.95461,0.67001,0.29987,0.30229,0.12897,2.02969,1.2103,0.94608,0.00988021,0.00988021,0.00988021
123,10813.8,2.24633,1.27501,0.95711,0.66958,0.30015,0.30251,0.12915,2.02945,1.20969,0.94596,0.00987922,0.00987922,0.00987922
124,10899.1,2.24692,1.26201,0.95416,0.68506,0.29579,0.30335,0.12916,2.02939,1.20881,0.94599,0.00987823,0.00987823,0.00987823
125,10985.6,2.26545,1.27294,0.95319,0.68301,0.29499,0.30194,0.12919,2.02847,1.20837,0.94594,0.00987724,0.00987724,0.00987724
126,11071.8,2.24902,1.27062,0.95469,0.68036,0.29621,0.30249,0.12958,2.02802,1.20801,0.9459,0.00987625,0.00987625,0.00987625
127,11160.7,2.25355,1.27638,0.95565,0.68309,0.29389,0.30246,0.12953,2.02706,1.2073,0.94582,0.00987526,0.00987526,0.00987526
128,11246.5,2.25819,1.27277,0.95535,0.67637,0.29739,0.30222,0.12943,2.02694,1.20639,0.94573,0.00987427,0.00987427,0.00987427
129,11332.5,2.24609,1.25219,0.95254,0.67744,0.29527,0.30242,0.12966,2.02715,1.20654,0.94562,0.00987328,0.00987328,0.00987328
130,11419.7,2.23511,1.25198,0.95402,0.67739,0.29662,0.30247,0.12974,2.02705,1.20574,0.94566,0.00987229,0.00987229,0.00987229
131,11506.3,2.24897,1.26234,0.95192,0.67957,0.29616,0.30301,0.12996,2.02631,1.20474,0.94572,0.0098713,0.0098713,0.0098713
132,11592.5,2.23842,1.25838,0.95157,0.67571,0.29705,0.30334,0.13018,2.02674,1.2044,0.94577,0.00987031,0.00987031,0.00987031
133,11678.5,2.23255,1.26547,0.95344,0.67611,0.29749,0.30376,0.13029,2.02716,1.2045,0.94582,0.00986932,0.00986932,0.00986932
134,11763.4,2.23859,1.26552,0.95454,0.6785,0.29763,0.30362,0.13026,2.02627,1.20381,0.94574,0.00986833,0.00986833,0.00986833
135,11849.8,2.24761,1.25405,0.95599,0.67776,0.29759,0.30391,0.1306,2.02616,1.20363,0.94561,0.00986734,0.00986734,0.00986734
136,11935.2,2.23813,1.25172,0.9497,0.67611,0.29644,0.30371,0.13085,2.02535,1.20291,0.94559,0.00986635,0.00986635,0.00986635
137,12022.2,2.23996,1.25613,0.9531,0.68244,0.29847,0.30597,0.13117,2.02516,1.20261,0.9455,0.00986536,0.00986536,0.00986536
138,12108.5,2.237,1.25744,0.95621,0.68341,0.29849,0.30629,0.1312,2.02485,1.20227,0.94546,0.00986437,0.00986437,0.00986437
139,12194,2.23695,1.25726,0.95278,0.6891,0.29673,0.30648,0.13137,2.02449,1.20127,0.94533,0.00986338,0.00986338,0.00986338
140,12279.7,2.25034,1.26378,0.95004,0.68581,0.2986,0.30702,0.13174,2.02435,1.20063,0.94527,0.00986239,0.00986239,0.00986239
141,12366,2.22408,1.24907,0.9516,0.68477,0.29948,0.30772,0.13198,2.0239,1.20005,0.94516,0.0098614,0.0098614,0.0098614
142,12452.5,2.23359,1.25563,0.95193,0.68496,0.29889,0.30809,0.13196,2.02331,1.19917,0.94503,0.00986041,0.00986041,0.00986041
143,12537.8,2.23279,1.253,0.95033,0.67977,0.3024,0.30842,0.13201,2.02317,1.19933,0.94498,0.00985942,0.00985942,0.00985942
144,12624.1,2.2321,1.25714,0.95044,0.68029,0.30191,0.30879,0.13223,2.0226,1.19898,0.94492,0.00985843,0.00985843,0.00985843
145,12709.7,2.2342,1.25167,0.95291,0.68006,0.30346,0.30908,0.13235,2.02213,1.19876,0.94485,0.00985744,0.00985744,0.00985744
146,12796.1,2.23006,1.2542,0.95316,0.67925,0.30393,0.30932,0.1326,2.02157,1.19825,0.94479,0.00985645,0.00985645,0.00985645
147,12881.6,2.21652,1.24715,0.94911,0.67738,0.30461,0.30969,0.13275,2.02139,1.19778,0.94483,0.00985546,0.00985546,0.00985546
148,12967.6,2.22753,1.25214,0.95134,0.67833,0.30446,0.3101,0.13284,2.02129,1.19723,0.94475,0.00985447,0.00985447,0.00985447
149,13053.1,2.22032,1.24541,0.94848,0.67604,0.30566,0.31104,0.13311,2.02117,1.19644,0.94479,0.00985348,0.00985348,0.00985348
150,13139.7,2.22691,1.25211,0.95065,0.67492,0.30576,0.31125,0.13338,2.02079,1.19601,0.94481,0.00985249,0.00985249,0.00985249
151,13224.7,2.23146,1.25562,0.95135,0.67517,0.30607,0.31119,0.13343,2.02091,1.19554,0.94474,0.0098515,0.0098515,0.0098515
152,13310.3,2.23027,1.24572,0.95049,0.6727,0.30684,0.31138,0.13366,2.02025,1.19531,0.94465,0.00985051,0.00985051,0.00985051
153,13396.5,2.22797,1.24183,0.9501,0.67517,0.30687,0.31185,0.13385,2.02028,1.19477,0.94473,0.00984952,0.00984952,0.00984952
154,13481.9,2.22596,1.25694,0.9505,0.67629,0.3069,0.31213,0.13425,2.02024,1.19426,0.94464,0.00984853,0.00984853,0.00984853
155,13567,2.22818,1.25689,0.95003,0.68072,0.30784,0.3123,0.13447,2.02001,1.19374,0.94453,0.00984754,0.00984754,0.00984754
156,13652,2.2321,1.23918,0.95238,0.67854,0.30844,0.31288,0.13467,2.01989,1.19318,0.94436,0.00984655,0.00984655,0.00984655
157,13737.5,2.23031,1.2459,0.94963,0.67725,0.3095,0.31332,0.13467,2.0193,1.19233,0.9443,0.00984556,0.00984556,0.00984556
158,13825.2,2.22933,1.24519,0.95027,0.67838,0.30929,0.31327,0.1346,2.01891,1.19186,0.94418,0.00984457,0.00984457,0.00984457
159,13910.5,2.21322,1.22786,0.95054,0.68137,0.30893,0.31352,0.1347,2.0186,1.19094,0.94412,0.00984358,0.00984358,0.00984358
160,13996.8,2.22913,1.23564,0.94828,0.68021,0.30887,0.31381,0.13485,2.0181,1.19079,0.94396,0.00984259,0.00984259,0.00984259
161,14082.6,2.21837,1.2363,0.95144,0.68078,0.30781,0.31411,0.1354,2.01738,1.18987,0.9439,0.0098416,0.0098416,0.0098416
162,14170,2.21235,1.22673,0.94919,0.6844,0.30762,0.31421,0.13557,2.01745,1.18944,0.94383,0.00984061,0.00984061,0.00984061
163,14260.1,2.23267,1.25035,0.95023,0.68099,0.308,0.31421,0.13577,2.01728,1.18875,0.94379,0.00983962,0.00983962,0.00983962
164,14345.9,2.21959,1.24561,0.95256,0.68799,0.30678,0.31479,0.13594,2.01661,1.18845,0.94363,0.00983863,0.00983863,0.00983863
165,14431.3,2.22461,1.23773,0.95036,0.68681,0.30688,0.31524,0.13626,2.01639,1.18808,0.94356,0.00983764,0.00983764,0.00983764
166,14516.9,2.2143,1.22761,0.94906,0.68652,0.30692,0.31612,0.13635,2.01597,1.18761,0.94353,0.00983665,0.00983665,0.00983665
167,14604.2,2.2286,1.24781,0.95253,0.68851,0.30701,0.31619,0.13644,2.01506,1.1864,0.94352,0.00983566,0.00983566,0.00983566
168,14690.5,2.23075,1.24029,0.95056,0.68917,0.30606,0.31646,0.13672,2.01435,1.18624,0.94345,0.00983467,0.00983467,0.00983467
169,14776.5,2.2227,1.23939,0.94849,0.69225,0.30529,0.31666,0.13679,2.01441,1.1854,0.94336,0.00983368,0.00983368,0.00983368
170,14862.5,2.22488,1.23624,0.95232,0.69278,0.30503,0.31675,0.13722,2.01381,1.18449,0.94332,0.00983269,0.00983269,0.00983269
171,14947.9,2.20691,1.23304,0.94871,0.69344,0.30574,0.31742,0.13729,2.01373,1.18376,0.94335,0.0098317,0.0098317,0.0098317
172,15034,2.21436,1.23478,0.94878,0.69315,0.30424,0.31811,0.13773,2.0132,1.18345,0.94323,0.00983071,0.00983071,0.00983071
173,15119.8,2.21445,1.2276,0.94896,0.69402,0.30522,0.31864,0.13801,2.01354,1.18345,0.94307,0.00982972,0.00982972,0.00982972
174,15205.8,2.21654,1.22456,0.94924,0.69236,0.30422,0.31892,0.13808,2.01264,1.18271,0.94284,0.00982873,0.00982873,0.00982873
175,15293.5,2.2287,1.24011,0.94814,0.68939,0.30329,0.31901,0.1379,2.01312,1.18235,0.94278,0.00982774,0.00982774,0.00982774
176,15378.7,2.2136,1.23386,0.94928,0.69366,0.30222,0.31875,0.13767,2.01332,1.18189,0.94274,0.00982675,0.00982675,0.00982675
177,15465.3,2.21486,1.23198,0.94849,0.69426,0.30206,0.31879,0.13825,2.01287,1.18077,0.94273,0.00982576,0.00982576,0.00982576
178,15552.7,2.20969,1.21911,0.94794,0.69312,0.30221,0.31886,0.13825,2.01226,1.18,0.94267,0.00982477,0.00982477,0.00982477
179,15638.7,2.21361,1.23048,0.95091,0.69444,0.30256,0.31921,0.13793,2.0126,1.17963,0.94263,0.00982378,0.00982378,0.00982378
180,15724.3,2.21173,1.2319,0.94902,0.69401,0.30204,0.31986,0.13853,2.01207,1.17871,0.9425,0.00982279,0.00982279,0.00982279
181,15813,2.21091,1.2352,0.95009,0.69342,0.30325,0.32013,0.13882,2.01183,1.17785,0.94247,0.0098218,0.0098218,0.0098218
182,15899.9,2.20875,1.23237,0.94867,0.6936,0.30427,0.32025,0.13857,2.01174,1.17728,0.94249,0.00982081,0.00982081,0.00982081
